Username,ID,Money Available,Role,Password,First Name,DOB,Flights Purchased,MinerAirlines Membership,Last Name
matthewgonzalez,646,20.13,Employee,Fun!23,Matthew,6/30/56,7,true,Gonzalez,
roseburgess,647,22.31,Employee,Fun!23,Rose,11/9/42,9,true,Burgess,
hollyschneider,648,49.58,Employee,Fun!23,Holly,8/23/49,11,true,Schneider,
joannaknight,649,34.2,Employee,Fun!23,Joanna,2/11/27,13,false,Knight,
davidcox,650,27.5,Employee,Fun!23,David,6/2/68,6,false,Cox,
elizabethreyes,651,30.72,Employee,Fun!23,Elizabeth,11/4/37,9,true,Reyes,
melissamcdonald,652,2.68,Employee,Fun!23,Melissa,3/8/16,6,false,Mcdonald,
jamesanderson,653,20.62,Employee,Fun!23,James,11/20/98,8,true,Anderson,
lorettaphillips,654,58.45,Employee,Fun!23,Loretta,6/21/14,3,false,Phillips,
ginaswanson,655,22.07,Employee,Fun!23,Gina,7/6/69,6,false,Swanson,
kimberlymartinez,656,32.6,Employee,Fun!23,Kimberly,6/16/83,6,false,Martinez,
stephaniekirby,657,63.12,Employee,Fun!23,Stephanie,9/4/90,15,true,Kirby,
teresagardner,658,18.07,Employee,Fun!23,Teresa,6/19/46,8,true,Gardner,
brandonflores,659,7.49,Employee,Fun!23,Brandon,4/3/73,3,true,Flores,
anthonymoore,660,14.64,Employee,Fun!23,Anthony,10/16/17,8,false,Moore,
stevenhartman,661,19.51,Employee,Fun!23,Steven,6/19/11,5,true,Hartman,
derekmacias,662,40.92,Employee,Fun!23,Derek,7/11/26,7,true,Macias,
christopherrobinson,663,3.69,Employee,Fun!23,Christopher,2/3/44,12,false,Robinson,
scottdunn,664,2.21,Employee,Fun!23,Scott,9/18/76,12,false,Dunn,
lawrencehenry,665,13.29,Employee,Fun!23,Lawrence,9/13/84,10,false,Henry,
gabrielsanders,666,21.73,Employee,Fun!23,Gabriel,6/11/76,12,true,Sanders,
lorihall,667,23.7,Employee,Fun!23,Lori,3/18/80,12,true,Hall,
brittanyrichard,668,3.31,Employee,Fun!23,Brittany,1/15/66,8,false,Richard,
sarahjones,669,6.54,Employee,Fun!23,Sarah,3/4/69,13,false,Jones,
nicholasjackson,670,11.83,Employee,Fun!23,Nicholas,3/3/16,15,true,Jackson,
juliajones,671,10.79,Employee,Fun!23,Julia,8/4/66,6,true,Jones,
jenniferschultz,672,37.66,Employee,Fun!23,Jennifer,7/10/55,10,false,Schultz,
ashleywalker,673,18.08,Employee,Fun!23,Ashley,7/10/79,10,false,Walker,
michaelparrish,674,21.83,Employee,Fun!23,Michael,11/15/76,7,true,Parrish,
alyssapoole,675,61.95,Employee,Fun!23,Alyssa,4/19/08,4,false,Poole,
williamortiz,676,31.0,Employee,Fun!23,William,10/18/15,9,true,Ortiz,
jasonclark,677,13.54,Employee,Fun!23,Jason,2/11/10,5,true,Clark,
jasonlee,678,4.28,Employee,Fun!23,Jason,12/13/79,5,true,Lee,
lisamiller,679,54.42,Employee,Fun!23,Lisa,11/29/73,9,true,Miller,
tyronejohnston,680,8.43,Employee,Fun!23,Tyrone,7/11/06,9,true,Johnston,
lindarodriguez,681,37.91,Employee,Fun!23,Linda,6/7/94,12,false,Rodriguez,
kennethdavis,682,3.79,Employee,Fun!23,Kenneth,7/26/93,9,false,Davis,
sarahgriffin,683,30.7,Employee,Fun!23,Sarah,8/11/68,9,true,Griffin,
rebeccanguyen,684,54.93,Employee,Fun!23,Rebecca,8/11/49,6,false,Nguyen,
annadavis,685,0.28,Employee,Fun!23,Anna,10/19/40,8,false,Davis,
cynthiagiles,686,14.34,Employee,Fun!23,Cynthia,9/9/23,4,false,Giles,
marygonzalez,687,51.04,Employee,Fun!23,Mary,11/2/83,8,false,Gonzalez,
annmiller,688,7.98,Employee,Fun!23,Ann,12/30/07,10,true,Miller,
josefarley,689,2.07,Employee,Fun!23,Jose,7/25/41,9,true,Farley,
carlfoley,690,17.18,Employee,Fun!23,Carl,5/6/84,15,true,Foley,
christineellis,691,13.88,Employee,Fun!23,Christine,2/8/64,11,false,Ellis,
johnblevins,692,28.72,Employee,Fun!23,John,10/25/13,4,true,Blevins,
travisburton,693,86.17,Employee,Fun!23,Travis,10/19/68,7,false,Burton,
timothybernard,694,51.61,Employee,Fun!23,Timothy,3/10/49,8,true,Bernard,
christinadodson,695,48.44,Employee,Fun!23,Christina,10/25/43,10,true,Dodson,
andrewatkins,696,56.54,Employee,Fun!23,Andrew,9/30/76,5,false,Atkins,
jeffreybest,697,75.3,Employee,Fun!23,Jeffrey,3/8/15,4,true,Best,
perryhill,698,48.97,Employee,Fun!23,Perry,11/22/84,6,false,Hill,
marylee,699,15.49,Employee,Fun!23,Mary,1/30/87,4,true,Lee,
juliayoung,700,48.16,Employee,Fun!23,Julia,6/28/28,8,false,Young,
johnblair,701,4.24,Employee,Fun!23,John,3/1/85,8,true,Blair,
johnhill,702,62.02,Employee,Fun!23,John,5/22/82,7,false,Hill,
wesleywilliamson,703,49.41,Employee,Fun!23,Wesley,5/17/91,3,false,Williamson,
christopherdavis,704,6.05,Employee,Fun!23,Christopher,3/21/96,8,false,Davis,
leonardking,705,4.7,Employee,Fun!23,Leonard,9/16/19,6,true,King,
garysmith,706,16.46,Employee,Fun!23,Gary,2/23/63,9,false,Smith,
thomassanders,707,10.43,Employee,Fun!23,Thomas,4/21/46,6,false,Sanders,
johndavis,708,62.02,Employee,Fun!23,John,5/3/61,3,false,Davis,
thomashall,709,21.7,Employee,Fun!23,Thomas,5/11/25,4,false,Hall,
douglashernandez,710,8.54,Employee,Fun!23,Douglas,10/27/23,4,false,Hernandez,
mirandamason,711,34.47,Employee,Fun!23,Miranda,6/25/51,9,false,Mason,
teresastewart,712,18.34,Employee,Fun!23,Teresa,12/12/17,6,true,Stewart,
anthonyadams,713,30.61,Employee,Fun!23,Anthony,10/25/73,3,false,Adams,
timothyjones,714,46.42,Employee,Fun!23,Timothy,4/21/57,8,true,Jones,
jermainedean,715,24.05,Employee,Fun!23,Jermaine,6/17/93,13,false,Dean,
joshuabanks,716,20.61,Employee,Fun!23,Joshua,1/3/04,6,false,Banks,
danielsmith,717,45.02,Employee,Fun!23,Daniel,7/31/31,7,false,Smith,
victorharris,718,12.01,Employee,Fun!23,Victor,5/20/26,6,true,Harris,
phillipmeyer,719,25.77,Employee,Fun!23,Phillip,12/31/34,6,true,Meyer,
codyrobles,720,27.37,Employee,Fun!23,Cody,12/1/02,8,false,Robles,
carmenhays,721,63.39,Employee,Fun!23,Carmen,1/23/85,12,false,Hays,
jorgehaley,722,50.35,Employee,Fun!23,Jorge,2/1/30,5,false,Haley,
seanhernandez,723,45.13,Employee,Fun!23,Sean,8/18/83,13,true,Hernandez,
kellyjordan,724,38.06,Employee,Fun!23,Kelly,1/4/24,10,true,Jordan,
joshuahickman,725,7.75,Employee,Fun!23,Joshua,1/5/24,9,false,Hickman,
jenniferguzman,726,42.65,Employee,Fun!23,Jennifer,6/13/02,3,true,Guzman,
nathanthompson,727,2.36,Employee,Fun!23,Nathan,7/17/47,8,true,Thompson,
williamadkins,728,53.04,Employee,Fun!23,William,12/24/00,5,false,Adkins,
williehobbs,729,32.24,Employee,Fun!23,Willie,3/7/08,10,true,Hobbs,
hollycruz,730,5.41,Employee,Fun!23,Holly,7/4/15,10,false,Cruz,
johnjones,731,5.77,Employee,Fun!23,John,3/17/31,5,true,Jones,
allisonweaver,732,0.51,Employee,Fun!23,Allison,10/26/90,10,true,Weaver,
michaelnunez,733,27.12,Employee,Fun!23,Michael,2/11/99,5,false,Nunez,
douglasbryant,734,14.17,Employee,Fun!23,Douglas,9/30/55,9,false,Bryant,
christopherunderwood,735,5.82,Employee,Fun!23,Christopher,9/18/08,11,false,Underwood,
kimberlyroberts,736,26.5,Employee,Fun!23,Kimberly,10/11/01,11,true,Roberts,
michaelcowan,737,1.52,Employee,Fun!23,Michael,6/28/98,9,true,Cowan,
michaelmccormick,738,34.46,Employee,Fun!23,Michael,12/25/25,5,true,Mccormick,
jenniferbailey,739,4.73,Employee,Fun!23,Jennifer,11/5/77,12,true,Bailey,
jerrygamble,740,0.21,Employee,Fun!23,Jerry,7/22/41,13,false,Gamble,
henrysalazar,741,33.13,Employee,Fun!23,Henry,9/12/53,11,false,Salazar,
kevinboone,742,63.22,Employee,Fun!23,Kevin,4/27/53,8,false,Boone,
rodneymcneil,743,55.21,Employee,Fun!23,Rodney,2/11/03,10,false,Mcneil,
angelacarney,744,38.17,Employee,Fun!23,Angela,1/26/29,4,false,Carney,
dennissmith,745,15.67,Employee,Fun!23,Dennis,3/28/04,8,true,Smith,
jaredscott,746,8.55,Employee,Fun!23,Jared,12/2/92,11,true,Scott,
monicacraig,747,36.15,Employee,Fun!23,Monica,8/31/16,11,false,Craig,
sandyblackwell,748,76.52,Employee,Fun!23,Sandy,6/28/41,9,false,Blackwell,
brittneydaniel,749,39.37,Employee,Fun!23,Brittney,9/9/65,7,true,Daniel,
rebeccafisher,750,15.68,Employee,Fun!23,Rebecca,10/5/54,10,false,Fisher,
nicolehart,751,1.9,Employee,Fun!23,Nicole,1/4/53,15,true,Hart,
howarddavenport,752,49.14,Employee,Fun!23,Howard,1/5/13,7,true,Davenport,
anitafletcher,753,49.28,Employee,Fun!23,Anita,2/25/26,5,false,Fletcher,
elizabethtorres,754,29.52,Employee,Fun!23,Elizabeth,6/29/22,11,true,Torres,
jeffreyrodriguez,755,40.4,Employee,Fun!23,Jeffrey,11/30/56,5,true,Rodriguez,
megansmith,756,29.71,Employee,Fun!23,Megan,11/28/32,11,false,Smith,
davidsummers,757,57.32,Employee,Fun!23,David,12/4/66,6,true,Summers,
brianrojas,758,35.5,Employee,Fun!23,Brian,5/26/38,2,false,Rojas,
jennifercarr,759,33.78,Employee,Fun!23,Jennifer,7/1/50,5,false,Carr,
tiffanyjones,760,2.14,Employee,Fun!23,Tiffany,11/28/87,13,true,Jones,
catherinemann,761,4.79,Employee,Fun!23,Catherine,3/12/37,7,true,Mann,
sarafox,762,9.92,Employee,Fun!23,Sara,5/27/66,10,true,Fox,
jeremyfoster,763,33.21,Employee,Fun!23,Jeremy,5/15/69,4,true,Foster,
michaelflores,764,8.05,Employee,Fun!23,Michael,3/23/99,5,true,Flores,
williamrice,765,10.04,Employee,Fun!23,William,1/20/53,9,false,Rice,
rachelhart,766,25.29,Employee,Fun!23,Rachel,1/6/34,7,false,Hart,
richardsullivan,767,5.31,Employee,Fun!23,Richard,5/21/16,13,false,Sullivan,
jenniferevans,768,59.83,Employee,Fun!23,Jennifer,2/25/34,7,true,Evans,
brandywilkerson,769,2.43,Employee,Fun!23,Brandy,4/24/56,7,true,Wilkerson,
lauriemendoza,770,36.38,Employee,Fun!23,Laurie,1/20/83,8,true,Mendoza,
michelleray,771,0.33,Employee,Fun!23,Michelle,1/2/19,4,true,Ray,
alexisblack,772,63.59,Employee,Fun!23,Alexis,7/27/56,7,true,Black,
seansmith,773,59.0,Employee,Fun!23,Sean,12/3/98,5,true,Smith,
elizabethdominguez,774,28.21,Employee,Fun!23,Elizabeth,11/11/88,14,true,Dominguez,
lorijohnson,775,26.82,Employee,Fun!23,Lori,10/21/61,12,false,Johnson,
bryanfields,776,25.19,Employee,Fun!23,Bryan,1/23/72,12,false,Fields,
michaelthomas,777,46.11,Employee,Fun!23,Michael,9/8/16,8,true,Thomas,
craigbrown,778,12.39,Employee,Fun!23,Craig,2/25/83,9,false,Brown,
sabrinanguyen,779,16.63,Employee,Fun!23,Sabrina,5/24/37,11,true,Nguyen,
haydenmcdaniel,780,29.5,Employee,Fun!23,Hayden,10/9/02,3,true,Mcdaniel,
michellerivera,781,25.96,Employee,Fun!23,Michelle,11/20/34,8,true,Rivera,
alexandrasimpson,782,12.98,Employee,Fun!23,Alexandra,5/3/97,7,false,Simpson,
richardpaul,783,2.18,Employee,Fun!23,Richard,11/22/40,7,false,Paul,
keithchristensen,784,6.25,Employee,Fun!23,Keith,8/20/96,12,false,Christensen,
patrickbennett,785,23.26,Employee,Fun!23,Patrick,5/4/69,7,false,Bennett,
patriciamcdonald,786,29.91,Employee,Fun!23,Patricia,11/9/62,19,false,Mcdonald,
tracyfitzgerald,787,14.51,Employee,Fun!23,Tracy,12/2/43,4,true,Fitzgerald,
kathysmith,788,28.51,Employee,Fun!23,Kathy,1/9/66,5,false,Smith,
teresataylor,789,30.86,Employee,Fun!23,Teresa,10/7/57,10,false,Taylor,
hectorwhitney,790,16.53,Employee,Fun!23,Hector,8/28/27,7,true,Whitney,
timothyjohnson,791,0.8,Employee,Fun!23,Timothy,2/28/64,7,false,Johnson,
alyssakelly,792,20.94,Employee,Fun!23,Alyssa,3/13/48,7,false,Kelly,
colleenhall,793,24.93,Employee,Fun!23,Colleen,8/3/25,16,true,Hall,
erinjones,794,29.28,Employee,Fun!23,Erin,6/15/42,7,false,Jones,
markstewart,795,60.16,Employee,Fun!23,Mark,12/8/58,6,true,Stewart,
debraraymond,796,34.41,Employee,Fun!23,Debra,6/22/71,5,false,Raymond,
erinmejia,797,22.59,Employee,Fun!23,Erin,5/1/04,11,false,Mejia,
michealsanders,798,11.06,Employee,Fun!23,Micheal,7/11/61,6,false,Sanders,
stephanieobrien,799,16.56,Employee,Fun!23,Stephanie,4/6/22,11,true,Obrien,
hollydavidson,800,71.43,Employee,Fun!23,Holly,5/16/61,7,false,Davidson,
georgeayala,801,1.93,Employee,Fun!23,George,12/28/95,7,false,Ayala,
michelleoliver,802,40.47,Employee,Fun!23,Michelle,11/12/85,9,true,Oliver,
georgeproctor,803,73.34,Employee,Fun!23,George,3/25/49,4,false,Proctor,
michellegriffin,804,3.83,Employee,Fun!23,Michelle,1/13/00,11,true,Griffin,
michellemaynard,805,6.48,Employee,Fun!23,Michelle,8/29/33,4,false,Maynard,
elizabethcastillo,806,60.09,Employee,Fun!23,Elizabeth,7/15/13,7,false,Castillo,
jonathanmartinez,807,75.29,Employee,Fun!23,Jonathan,11/7/60,10,true,Martinez,
tanyajohnson,808,18.45,Employee,Fun!23,Tanya,2/7/49,6,true,Johnson,
meganthompson,809,13.55,Employee,Fun!23,Megan,6/15/45,6,false,Thompson,
emilyestes,810,7.72,Employee,Fun!23,Emily,2/14/20,4,false,Estes,
melissajohnson,811,35.82,Employee,Fun!23,Melissa,1/25/73,4,false,Johnson,
caseynavarro,812,7.39,Employee,Fun!23,Casey,9/26/27,6,false,Navarro,
shawnlee,813,4.11,Employee,Fun!23,Shawn,12/28/19,11,true,Lee,
brandidaniel,814,7.74,Employee,Fun!23,Brandi,11/21/27,5,false,Daniel,
josesmith,815,30.21,Employee,Fun!23,Jose,10/2/34,9,false,Smith,
aliciamoran,816,34.02,Employee,Fun!23,Alicia,6/5/21,12,true,Moran,
jenniferjones,817,13.92,Employee,Fun!23,Jennifer,3/20/53,2,false,Jones,
andrewnorris,818,47.64,Employee,Fun!23,Andrew,1/29/90,7,false,Norris,
mariayoung,819,42.97,Employee,Fun!23,Maria,12/24/45,9,true,Young,
annrogers,820,19.18,Employee,Fun!23,Ann,2/11/29,14,false,Rogers,
feliciacarlson,821,5.55,Employee,Fun!23,Felicia,10/3/48,14,true,Carlson,
chadgreen,822,61.61,Employee,Fun!23,Chad,12/28/26,9,false,Green,
tanyaturner,823,45.75,Employee,Fun!23,Tanya,12/23/06,3,true,Turner,
josephfritz,824,41.32,Employee,Fun!23,Joseph,7/26/65,12,false,Fritz,
jamessimpson,825,16.05,Employee,Fun!23,James,5/17/51,6,false,Simpson,
ernestbentley,826,45.69,Employee,Fun!23,Ernest,3/24/77,6,true,Bentley,
crystalhayes,827,16.55,Employee,Fun!23,Crystal,8/1/01,10,false,Hayes,
jessicalloyd,828,10.27,Employee,Fun!23,Jessica,4/25/31,7,true,Lloyd,
julieshaw,829,17.23,Employee,Fun!23,Julie,5/23/45,8,true,Shaw,
markthompson,830,61.89,Employee,Fun!23,Mark,4/2/82,7,false,Thompson,
michaelprince,831,37.28,Employee,Fun!23,Michael,4/3/81,15,true,Prince,
craigfleming,832,14.21,Employee,Fun!23,Craig,3/3/09,13,true,Fleming,
michaelwilliamson,833,9.4,Employee,Fun!23,Michael,5/3/15,6,false,Williamson,
sarahstanton,834,77.91,Employee,Fun!23,Sarah,1/6/26,10,true,Stanton,
marciasnyder,835,60.99,Employee,Fun!23,Marcia,4/29/93,9,false,Snyder,
garypark,836,38.49,Employee,Fun!23,Gary,3/3/68,13,true,Park,
cynthiaellis,837,17.07,Employee,Fun!23,Cynthia,6/22/31,5,false,Ellis,
victoriawhite,838,31.81,Employee,Fun!23,Victoria,8/24/55,6,true,White,
juanbrock,839,26.06,Employee,Fun!23,Juan,5/4/08,9,false,Brock,
sandranewton,840,63.7,Employee,Fun!23,Sandra,1/19/84,12,false,Newton,
victoranderson,841,8.73,Employee,Fun!23,Victor,9/29/82,9,false,Anderson,
danamiller,842,5.33,Employee,Fun!23,Dana,2/27/13,6,true,Miller,
kevintran,843,16.26,Employee,Fun!23,Kevin,5/13/60,12,false,Tran,
lindamiller,844,2.99,Employee,Fun!23,Linda,11/29/61,4,false,Miller,
jacobnorton,845,40.17,Employee,Fun!23,Jacob,5/1/63,9,true,Norton,
joshuagomez,846,14.06,Employee,Fun!23,Joshua,7/14/74,13,true,Gomez,
robinwilson,847,56.15,Employee,Fun!23,Robin,7/7/56,5,true,Wilson,
amyparsons,848,81.46,Employee,Fun!23,Amy,1/23/87,8,false,Parsons,
philipholt,849,64.87,Employee,Fun!23,Philip,1/10/64,8,false,Holt,
alisonhicks,850,23.97,Employee,Fun!23,Alison,9/2/40,8,true,Hicks,
alexanderwilson,851,9.4,Employee,Fun!23,Alexander,11/16/52,10,true,Wilson,
nicolelloyd,852,5.24,Employee,Fun!23,Nicole,12/2/12,12,false,Lloyd,
michaelclarke,853,48.04,Employee,Fun!23,Michael,5/14/42,7,true,Clarke,
nicholassmith,854,5.79,Employee,Fun!23,Nicholas,2/20/65,7,false,Smith,
lauriejohnson,855,12.18,Employee,Fun!23,Laurie,10/18/28,11,true,Johnson,
georgegilbert,856,27.28,Employee,Fun!23,George,12/21/76,9,true,Gilbert,
kristinesmith,857,51.95,Employee,Fun!23,Kristine,3/12/58,7,false,Smith,
kevinharrison,858,2.5,Employee,Fun!23,Kevin,2/6/16,12,true,Harrison,
karldavis,859,20.09,Employee,Fun!23,Karl,1/9/69,10,true,Davis,
lisapeters,860,8.43,Employee,Fun!23,Lisa,3/25/06,4,false,Peters,
paulharmon,861,8.6,Employee,Fun!23,Paul,1/4/34,7,true,Harmon,
brandonmiller,862,52.91,Employee,Fun!23,Brandon,9/16/45,3,false,Miller,
markgonzalez,863,2.0,Employee,Fun!23,Mark,2/11/56,9,true,Gonzalez,
christopherlucero,864,0.66,Employee,Fun!23,Christopher,7/3/12,6,true,Lucero,
sherrymora,865,4.1,Employee,Fun!23,Sherry,4/18/41,10,false,Mora,
jodysanchez,866,4.94,Employee,Fun!23,Jody,8/11/57,8,true,Sanchez,
christianellis,867,40.42,Employee,Fun!23,Christian,12/1/27,12,true,Ellis,
sandrasutton,868,28.86,Employee,Fun!23,Sandra,5/25/21,12,true,Sutton,
kennethhouse,869,44.3,Employee,Fun!23,Kenneth,2/28/65,9,false,House,
wendymontoya,870,18.77,Employee,Fun!23,Wendy,8/1/40,9,true,Montoya,
bryanwise,871,14.54,Employee,Fun!23,Bryan,3/24/77,8,true,Wise,
josephrobinson,872,39.93,Employee,Fun!23,Joseph,1/31/83,5,false,Robinson,
mindyross,873,0.39,Employee,Fun!23,Mindy,12/6/59,9,true,Ross,
soniadurham,874,1.71,Employee,Fun!23,Sonia,9/12/79,3,true,Durham,
johnhouse,875,60.43,Employee,Fun!23,John,4/29/18,3,false,House,
carolyndunn,876,24.92,Employee,Fun!23,Carolyn,12/24/84,7,true,Dunn,
curtisphillips,877,29.73,Employee,Fun!23,Curtis,10/9/80,7,true,Phillips,
kennethboyd,878,49.52,Employee,Fun!23,Kenneth,9/16/12,7,true,Boyd,
jenniferdavidson,879,30.01,Employee,Fun!23,Jennifer,2/19/01,7,true,Davidson,
bretthiggins,880,11.97,Employee,Fun!23,Brett,5/22/04,7,true,Higgins,
brettwallace,881,14.18,Employee,Fun!23,Brett,1/16/18,6,false,Wallace,
tyronealvarado,882,18.54,Employee,Fun!23,Tyrone,3/25/25,6,false,Alvarado,
christinavillanueva,883,38.6,Employee,Fun!23,Christina,6/16/02,9,true,Villanueva,
markwashington,884,18.14,Employee,Fun!23,Mark,1/16/40,6,true,Washington,
emilycole,885,9.38,Employee,Fun!23,Emily,3/31/92,8,false,Cole,
kellyherring,886,46.93,Employee,Fun!23,Kelly,1/12/81,6,false,Herring,
josephdavis,887,4.56,Employee,Fun!23,Joseph,12/28/13,10,false,Davis,
stephaniewilliams,888,40.57,Employee,Fun!23,Stephanie,1/2/70,6,false,Williams,
jorgehuerta,889,0.98,Employee,Fun!23,Jorge,2/13/46,6,true,Huerta,
jessedunn,890,21.23,Employee,Fun!23,Jesse,6/21/96,11,true,Dunn,
laurencoleman,891,5.63,Employee,Fun!23,Lauren,1/25/95,11,true,Coleman,
jackmorgan,892,3.38,Employee,Fun!23,Jack,5/9/84,7,true,Morgan,
matthewmason,893,32.12,Employee,Fun!23,Matthew,11/12/35,6,true,Mason,
oliviarichardson,894,29.59,Employee,Fun!23,Olivia,9/24/47,9,false,Richardson,
justinhawkins,895,4.4,Employee,Fun!23,Justin,3/21/24,12,true,Hawkins,
amymorse,896,44.59,Employee,Fun!23,Amy,7/6/49,13,true,Morse,
barbaralove,897,41.05,Employee,Fun!23,Barbara,4/9/02,3,false,Love,
davidclark,898,46.95,Employee,Fun!23,David,9/9/48,4,true,Clark,
daniellechavez,899,25.58,Employee,Fun!23,Danielle,10/18/98,11,false,Chavez,
andreramos,900,11.84,Employee,Fun!23,Andre,5/29/25,10,false,Ramos,
emilychang,901,6.88,Employee,Fun!23,Emily,12/10/64,5,true,Chang,
pennymcdaniel,902,8.37,Employee,Fun!23,Penny,8/17/71,10,false,Mcdaniel,
christinacarter,903,0.31,Employee,Fun!23,Christina,7/31/48,9,false,Carter,
jenniferhuang,904,3.93,Employee,Fun!23,Jennifer,9/16/28,11,true,Huang,
melissaevans,905,30.39,Employee,Fun!23,Melissa,7/4/41,7,true,Evans,
rodneymoss,906,15.34,Employee,Fun!23,Rodney,6/9/80,11,true,Moss,
anthonykramer,907,1.86,Employee,Fun!23,Anthony,6/28/34,13,true,Kramer,
carlosirwin,908,20.78,Employee,Fun!23,Carlos,7/3/40,4,true,Irwin,
victoriaellis,909,6.12,Employee,Fun!23,Victoria,10/21/11,5,false,Ellis,
kellywilson,910,23.99,Employee,Fun!23,Kelly,5/20/67,10,true,Wilson,
brendanphillips,911,45.54,Employee,Fun!23,Brendan,8/31/29,4,false,Phillips,
deannacummings,912,48.42,Employee,Fun!23,Deanna,6/5/93,10,false,Cummings,
christopherortega,913,28.81,Employee,Fun!23,Christopher,3/20/97,9,true,Ortega,
amandajohnson,914,12.27,Employee,Fun!23,Amanda,5/5/83,4,false,Johnson,
aprillopez,915,23.02,Employee,Fun!23,April,9/22/13,14,true,Lopez,
jameswatson,916,6.3,Employee,Fun!23,James,1/27/65,5,true,Watson,
karasummers,917,41.48,Employee,Fun!23,Kara,4/24/81,8,true,Summers,
lisajackson,918,0.55,Employee,Fun!23,Lisa,10/16/91,11,true,Jackson,
stevenmiller,919,22.03,Employee,Fun!23,Steven,3/10/01,4,false,Miller,
donaldvillanueva,920,43.49,Employee,Fun!23,Donald,9/1/52,7,false,Villanueva,
garymckenzie,921,3.96,Employee,Fun!23,Gary,9/3/16,10,false,Mckenzie,
gregoryshort,922,8.97,Employee,Fun!23,Gregory,9/4/32,10,true,Short,
danapark,923,20.04,Employee,Fun!23,Dana,9/8/77,4,false,Park,
matthewkhan,924,16.22,Employee,Fun!23,Matthew,11/3/59,7,false,Khan,
ericaburch,925,36.26,Employee,Fun!23,Erica,3/6/77,8,true,Burch,
daltonbryant,926,14.77,Employee,Fun!23,Dalton,2/2/00,7,true,Bryant,
ruthponce,927,30.66,Employee,Fun!23,Ruth,2/19/69,3,true,Ponce,
marygrant,928,39.39,Employee,Fun!23,Mary,2/1/39,6,true,Grant,
sarahtaylor,929,42.05,Employee,Fun!23,Sarah,2/2/54,10,false,Taylor,
jenniferschneider,930,41.91,Employee,Fun!23,Jennifer,4/6/91,11,true,Schneider,
tylerevans,931,3.42,Employee,Fun!23,Tyler,9/12/01,4,true,Evans,
davidhayes,932,51.52,Employee,Fun!23,David,5/26/90,12,false,Hayes,
kimberlymiller,933,23.74,Employee,Fun!23,Kimberly,11/24/30,12,false,Miller,
denniscooper,934,21.46,Employee,Fun!23,Dennis,9/26/93,7,false,Cooper,
philliprichardson,935,18.55,Employee,Fun!23,Phillip,3/12/36,4,true,Richardson,
sharongillespie,936,19.32,Employee,Fun!23,Sharon,4/10/69,9,false,Gillespie,
denisejohnson,937,38.74,Employee,Fun!23,Denise,12/11/40,10,false,Johnson,
kylieking,938,3.83,Employee,Fun!23,Kylie,9/10/46,7,false,King,
carolelliott,939,1.71,Employee,Fun!23,Carol,3/8/44,7,false,Elliott,
elizabethrodriguez,940,26.97,Employee,Fun!23,Elizabeth,9/20/88,8,false,Rodriguez,
anaandrade,941,14.81,Employee,Fun!23,Ana,11/28/61,7,false,Andrade,
sharoncastillo,942,35.9,Employee,Fun!23,Sharon,5/14/91,4,false,Castillo,
paulherman,943,54.66,Employee,Fun!23,Paul,10/27/03,10,false,Herman,
amberconley,944,20.75,Employee,Fun!23,Amber,12/7/05,11,false,Conley,
suzannekennedy,945,24.13,Employee,Fun!23,Suzanne,7/4/58,8,false,Kennedy,
brettmathis,946,0.04,Employee,Fun!23,Brett,5/7/41,7,true,Mathis,
ashleyfrye,947,3.12,Employee,Fun!23,Ashley,2/21/37,2,false,Frye,
ronaldmartinez,948,33.25,Employee,Fun!23,Ronald,1/12/99,12,false,Martinez,
danielsummers,949,6.35,Employee,Fun!23,Daniel,3/8/29,11,true,Summers,
robertwang,950,0.07,Employee,Fun!23,Robert,4/20/48,13,true,Wang,
katherinemcdonald,951,64.95,Employee,Fun!23,Katherine,6/22/03,10,true,Mcdonald,
mitchellgross,952,40.38,Employee,Fun!23,Mitchell,12/26/41,6,true,Gross,
darrelljones,953,30.13,Employee,Fun!23,Darrell,9/4/65,6,false,Jones,
jenniferhernandez,954,4.93,Employee,Fun!23,Jennifer,12/24/88,3,true,Hernandez,
amyhall,955,9.93,Employee,Fun!23,Amy,7/21/65,12,false,Hall,
ryanwashington,956,61.59,Employee,Fun!23,Ryan,11/29/60,5,true,Washington,
robertflores,957,23.45,Employee,Fun!23,Robert,7/29/88,6,false,Flores,
beckysimpson,958,43.87,Employee,Fun!23,Becky,2/24/94,10,false,Simpson,
alexandracook,959,53.45,Employee,Fun!23,Alexandra,9/19/55,9,false,Cook,
mirandawalker,960,12.25,Employee,Fun!23,Miranda,12/26/96,6,false,Walker,
ashleymorales,961,19.19,Employee,Fun!23,Ashley,7/29/53,10,true,Morales,
vincentharrison,962,23.44,Employee,Fun!23,Vincent,7/14/33,5,false,Harrison,
christopherberry,963,56.95,Employee,Fun!23,Christopher,6/29/13,14,false,Berry,
rogercasey,964,18.49,Employee,Fun!23,Roger,5/1/90,15,false,Casey,
jamessimmons,965,63.58,Employee,Fun!23,James,7/1/55,6,true,Simmons,
maryanderson,966,5.44,Employee,Fun!23,Mary,10/17/60,7,false,Anderson,
andreariley,967,34.28,Employee,Fun!23,Andrea,1/4/42,14,true,Riley,
kristabeck,968,1.31,Employee,Fun!23,Krista,6/29/55,5,false,Beck,
amyfuller,969,38.86,Employee,Fun!23,Amy,3/16/41,8,true,Fuller,
